southwestern |Of or pertaining to the southwest; southwesterly; as, to sail a southwestern course.
sphere |1. (Geom.)  A body or space contained under a single surface, which in every part is equally distant from a point within called its center. 2. Hence, any globe or globular body, especially a celestial one, as the sun, a planet, or the earth. Of celestial bodies, first the sun, A mighty sphere, he framed. Milton. 3. (Astron.) (a) The apparent surface of the heavens, which is assumed to be spherical and everywhere equally distant, in which the heavenly bodies appear to have their places, and on which the various astronomical circles, as of right ascension and declination, the equator, ecliptic, etc., are conceived to be drawn; an ideal geometrical sphere, with the astronomical and geographical circles in their proper positions on it. (b) In ancient astronomy, one of the concentric and eccentric revolving spherical transparent shells in which the stars, sun, planets, and moon were supposed to be set, and by which they were carried, in such a manner as to produce their apparent motions. 4. (Logic)  The extension of a general conception, or the totality of the individuals or species to which it may be applied. 5. Circuit or range of action, knowledge, or influence; compass; province; employment; place of existence. To be called into a huge sphere, and not to be seen to move in 't. Shak. Taking her out of the ordinary relations with humanity, and inclosing her in a sphere by herself. Hawthorne. Each in his hidden sphere of joy or woe Our hermit spirits dwell. Keble. 6. Rank; order of society; social positions. 7. An orbit, as of a star; a socket. [R.] Shak. Armillary sphere, Crystalline sphere, Oblique sphere,. See under Armillary, Crystalline,. -- Doctrine of the sphere, applications of the principles of spherical trigonometry to the properties and relations of the circles of the sphere, and the problems connected with them, in astronomy and geography, as to the latitudes and longitudes, distance and bearing, of places on the earth, and the right ascension and declination, altitude and azimuth, rising and setting, etc., of the heavenly bodies; spherical geometry. -- Music of the spheres. See under Music. Syn. -- Globe; orb; circle. See Globe.\n\n1. To place in a sphere, or among the spheres; to insphere. The glorious planet Sol In noble eminence enthroned and sphered Amidst the other. Shak. 2. To form into roundness; to make spherical, or spheral; to perfect. Tennyson.
spheric |1. Having the form of a sphere; like a sphere; globular; orbicular; as, a spherical body. 2. Of or pertaining to a sphere. 3. Of or pertaining to the heavenly orbs, or to the sphere or spheres in which, according to ancient astronomy and astrology, they were set. Knaves, thieves, and treachers by spherical predominance. Shak. Though the stars were suns, and overburned Their spheric limitations. Mrs. Browning. Spherical angle, Spherical coördinate, Spherical excess, etc. See under Angle, Coordinate, etc. -- Spherical geometry, that branch of geometry which treats of spherical magnitudes; the doctrine of the sphere, especially of the circles described on its surface. -- Spherical harmonic analysis. See under Harmonic, a. -- Spherical lune,portion of the surface of a sphere included between two great semicircles having a common diameter. -- Spherical opening, the magnitude of a solid angle. It is measured by the portion within the solid angle of the surface of any sphere whose center is the angular point. -- Spherical polygon,portion of the surface of a sphere bounded by the arcs of three or more great circles. -- Spherical projection, the projection of the circles of the sphere upon a plane. See Projection. -- Spherical sector. See under Sector. -- Spherical segment, the segment of a sphere. See under Segment. -- Spherical triangle,re on the surface of a sphere, bounded by the arcs of three great circles which intersect each other. -- Spherical trigonometry. See Trigonometry. -- Spher\"ic*al*ly, adv. -- Spher\"ic*al*ness, n.
spherical |1. Having the form of a sphere; like a sphere; globular; orbicular; as, a spherical body. 2. Of or pertaining to a sphere. 3. Of or pertaining to the heavenly orbs, or to the sphere or spheres in which, according to ancient astronomy and astrology, they were set. Knaves, thieves, and treachers by spherical predominance. Shak. Though the stars were suns, and overburned Their spheric limitations. Mrs. Browning. Spherical angle, Spherical coördinate, Spherical excess, etc. See under Angle, Coordinate, etc. -- Spherical geometry, that branch of geometry which treats of spherical magnitudes; the doctrine of the sphere, especially of the circles described on its surface. -- Spherical harmonic analysis. See under Harmonic, a. -- Spherical lune,portion of the surface of a sphere included between two great semicircles having a common diameter. -- Spherical opening, the magnitude of a solid angle. It is measured by the portion within the solid angle of the surface of any sphere whose center is the angular point. -- Spherical polygon,portion of the surface of a sphere bounded by the arcs of three or more great circles. -- Spherical projection, the projection of the circles of the sphere upon a plane. See Projection. -- Spherical sector. See under Sector. -- Spherical segment, the segment of a sphere. See under Segment. -- Spherical triangle,re on the surface of a sphere, bounded by the arcs of three great circles which intersect each other. -- Spherical trigonometry. See Trigonometry. -- Spher\"ic*al*ly, adv. -- Spher\"ic*al*ness, n.
sphericity |The quality or state of being spherial; roundness; as, the sphericity of the planets, or of a drop of water.
sphericle |A small sphere.
spherics |The doctrine of the sphere; the science of the properties and relations of the circles, figures, and other magnitudes of a sphere, produced by planes intersecting it; spherical geometry and trigonometry.
spherobacteria |See the Note under Microbacteria.
spheroconic |A nonplane curve formed by the intersection of the surface of an oblique cone with the surface of a sphere whose center is at the vertex of the cone.
spherograph |An instrument for facilitating the practical use of spherics in navigation and astronomy, being constructed of two cardboards containing various circles, and turning upon each other in such a manner that any possible spherical triangle may be readily found, and the measures of the parts read off by inspection.
spheroid |A body or figure approaching to a sphere, but not perfectly spherical; esp., a solid generated by the revolution of an ellipse about one of its axes. Oblate spheroid, Prolate spheroid. See Oblate, Prolate, and Ellipsoid.
spheroidal |Having the form of a spheroid. -- Sphe*roid\"al*ly, adv. Spheroidal state (Physics.), the state of a liquid, as water, when, on being thrown on a surface of highly heated metal, it rolls about in spheroidal drops or masses, at a temperature several degrees below ebullition, and without actual contact with the heated surface, -- a phenomenon due to the repulsive force of heat, the intervention of a cushion of nonconducting vapor, and the cooling effect of evaporation.
spheroidic |See Spheroidal. Cheyne.
spheroidical |See Spheroidal. Cheyne.
spheroidicity |The quality or state of being spheroidal.
spheroidity |The quality or state of being spheroidal.
spheromere |Any one of the several symmetrical segments arranged around the central axis and composing the body of a radiate anmal.
spherometer |An instrument for measuring the curvature of spherical surface, as of lenses for telescope, etc.
spherosiderite |Siderite occuring in spheroidal masses.
spherosome |The body wall of any radiate animal.
spherulate |Covered or set with spherules; having one or more rows of spherules, or minute tubercles.
spherule |A little sphere or spherical body; as, quicksilver, when poured upon a plane, divides itself into a great number of minute spherules.
spherulite |A minute spherical crystalline body having a radiated structure, observed in some vitreous volcanic rocks, as obsidian and pearlstone.
spherulitic |Of or pertaining to a spherulite; characterized by the presence of spherulites.
sphery |1. Round; spherical; starlike. [R.] \"Hermia's sphery eyne.\" Shak. 2. Of or pertaining to the spheres. [R.] She can teach ye how to climb Higher than the sphery chime. Milton.
sphex |Any one of numerous species of sand wasps of the genus Sphex and allied genera. These wasps have the abdomen attached to the thorax by a slender pedicel. See Illust. of Sand wasp, under Sand. Sphex fly (Zoöl.), any one of numerous species of small dipterous flies of the genus Conops and allied genera. The form of the body is similar to that of a sphex.
sphigmometer |See Sphygmometer.
sphincter |A muscle which surrounds, and by its contraction tends to close, a natural opening; as, the sphincter of the bladder.\n\nOf, pertaining to, or designating, a sphincter; as, a sphincter muscle.
sphingid |A sphinx.\n\nOf or pertaining to a sphinx, or the family Sphingidæ.
sphinx |1. (a) In Egyptian art, an image of granite or porphyry, having a human head, or the head of a ram or of a hawk, upon the wingless body of a lion. The awful ruins of the days of old . . . Or jasper tomb, or mutilated sphinx. Shelley. (b) On Greek art and mythology, a she-monster, usually represented as having the winged body of a lion, and the face and breast of a young woman. Note: The most famous Grecian sphinx, that of Thebes in Boeotia, is said to have proposed a riddle to the Thebans, and killed those who were unable to guess it. The enigma was solved by \"Subtle as sphinx.\" Shak. 2. Hence: A person of enigmatical character and purposes, especially in politics and diplomacy. 3. (Zoöl.)  Any one of numerous species of large moths of the family Sphingidæ; -- called also hawk moth. Note: The larva is a stout naked caterpillar which, when at rest, often assumes a position suggesting the Egyptian sphinx, whence the name. 4. (Zoöl.)  The Guinea, or sphinx, baboon (Cynocephalus sphinx). Sphinx baboon (Zoöl.), a large West African baboon (Cynocephalus sphinx), often kept in menageries. -- Sphinx moth. (Zoöl.) Same as Sphinx, 3.
sphragide |Lemnian earth.
sphragistics |The science of seals, their history, age, distinctions, etc., esp. as verifying the age and genuiness of documents.
sphrigosis |A condition of vegetation in which there is too abundant growth of the stem and leaves, accompanied by deficiency of flowers and fruit.
sphygmic |Of or pertaining to the pulse.
sphygmogram |A tracing, called a pulse tracing, consisting of a series of curves corresponding with the beats of the heart, obtained by the application of the sphygmograph.
sphygmograph |An instrument which, when applied over an artery, indicates graphically the movements or character of the pulse. See Sphygmogram.
sphygmographic |Relating to, or produced by, a sphygmograph; as, a sphygmographic tracing.
sphygmometer |An instrument for measuring the strength of the pulse beat; a sphygmograph.
sphygmophone |An electrical instrument for determining by the ear the rhythm of the pulse of a person at a distance.
sphygmoscope |Same as Sphygmograph.
sphyraenoid |Of or pertaining to the Sphyrænidæ, a family of marine fishes including the barracudas.
spial |A spy; a scout. [Obs.] Bacon.
spica |1. (Med.)  A kind of bandage passing, by successive turns and crosses, from an extremity to the trunk; -- so called from its resemblance to a spike of a barley. 2. (Astron.)  A star of the first magnitude situated in the constellation Virgo.
spicate |Having the form of a spike, or ear; arranged in a spike or spikes. Lee.
spicated |Having the form of a spike, or ear; arranged in a spike or spikes. Lee.
spiccato |Detached; separated; -- a term indicating that every note is to be performed in a distinct and pointed manner.
spice |1. Species; kind. [Obs.] The spices of penance ben three. Chaucer. Abstain you from all evil spice. Wyclif (1. Thess,v. 22). Justice, although it be but one entire virtue, yet is described in two kinds of spices. The one is named justice distributive, the other is called commutative. Sir T. Elyot. 2. A vegetable production of many kinds, fragrant or aromatic and pungent to the taste, as pepper, cinnamon, nutmeg, mace, allspice, ginger, cloves, etc., which are used in cookery and to flavor sauces, pickles, etc. Hast thou aught in thy purse [bag] any hot spices Piers Plowman. 3. Figuratively, that which enriches or alters the quality of a thing in a small degree, as spice alters the taste of food; that which gives zest or pungency; a slight flavoring; a relish; hence, a small quantity or admixture; a sprinkling; as, a spice of mischief. So much of the will, with a spice of the willful. Coleridge.\n\n1. To season with spice, or as with spice; to mix aromatic or pungent substances with; to flavor; to season; as, to spice wine; to spice one's words with wit. She 'll receive thee, but will spice thy bread With flowery poisons. Chapman. 2. To fill or impregnate with the odor of spices. In the spiced Indian air, by night. Shak. 3. To render nice or dainty; hence, to render scrupulous. [Obs.] \"A spiced conscience.\" Chaucer.
spicebush |Spicewood.
spicenut |A small crisp cake, highly spiced.
spicer |1. One who seasons with spice. 2. One who deals in spice. [Obs.] Piers Plowman.
spicery |1. Spices, in general. Chaucer. 2. A repository of spices. Addison.
spicewood |An American shrub (Lindera Benzoin), the bark of which has a spicy taste and odor; -- called also Benjamin, wild allspice, and fever bush.
spiciferous |Bearing ears, or spikes; spicate. [Obs.] Bailey.
spiciform |Spike-shaped. Gray.
spicily |In a spicy manner.
spiciness |The quality or state of being spicy.
spick |A spike or nail. [Prov. Eng.] Spick and span, quite new; that is, as new as a spike or nail just made and a chip just split; brand- new; as, a spick and span novelty. See Span-new. Howell.
spicknel |An umbelliferous herb (Meum Athamanticum) having finely divided leaves, common in Europe; -- called also baldmoney, mew, and bearwort. [Written also spignel.]
spicose |Having spikes, or ears, like corn spikes.
spicosity |The state of having, or being full of, ears like corn. [R.] Bailey.
spicous |See Spicose.
spicula |(a) A little spike; a spikelet. (b) A pointed fleshy appendage.
spicular |Resembling a dart; having sharp points.
spiculate |1. Covered with, or having, spicules. 2. (Bot.)  Covered with minute spiculæ, or pointed fleshy appendages; divided into small spikelets.\n\nTo sharpen to a point. [R.] \"With spiculated paling.\" Mason.
spicule |1. A minute, slender granule, or point. 2. (Bot.)  Same as Spicula. 3. (Zoöl.)  Any small calcareous or siliceous body found in the tissues of various invertebrate animals, especially in sponges and in most Alcyonaria. Note: Spicules vary exceedingly in size and shape, and some of those found in siliceous sponges are very complex in structure and elegant in form. They are of great use in classification. Description of the Illustration: a Acerate; b Tricurvate, or Bowshaped; c d Hamate; e Broomshaped; f Scepterellate; g Spinispirulate; h Inequi-anchorate; i Sexradiate; j A Trichite Sheaf; k Six-rayed Capitate; l Rosette of Esperia; m Equi- anchorate.
spiculiform |Having the shape of a spicule.
spiculigenous |Producing or containing spicules.
spiculispongiae |A division of sponges including those which have independent siliceous spicules.
spiculum |Same as Spicule.
spicy |1. Flavored with, or containing, spice or spices; fragrant; aromatic; as, spicy breezes. \"The spicy nut-brown ale.\" Milton. Led by new stars, and borne by spicy gales. Pope. 2. Producing, or abounding with, spices. In hot Ceylon spicy forests grew. Dryden. 3. Fig.: Piquant; racy; as, a spicy debate. Syn. -- Aromatic; fragrant; smart; pungent; pointed; keen. See Racy.
